0.44658561 0.59025356 0.45833518 0.47776388 0.55001926 0.37135143 0.58250584  0.4236752 0.40483099 0.36224351 0.57505489 0.33370163 0.41607418 0.50517222 0.63986973 0.39141166 0.53872658  0.7874331 0.48462361
0.43808878 0.64573386 0.45840654 0.54163365 0.53628701 0.38649385 0.55647013 0.42655136 0.33976432 0.34496834 0.61026285 0.35039346 0.38206792 0.49874719 0.64412344 0.36628737 0.53938902 0.79428026  0.5158396
0.42346796 0.64669105 0.47242155 0.55118279  0.5455611 0.39453995 0.56080405 0.42910472 0.34049332 0.34965222 0.61528518 0.34719967  0.3776998 0.50133424 0.65106584  0.3632595  0.5370238 0.80281585 0.51885702
0.42155513 0.65033814 0.47204551 0.55036854 0.54670844 0.39444085 0.56522784 0.42846857 0.34227953 0.34931978 0.61910549  0.3448971 0.38158642 0.49842919  0.6520104 0.36151895 0.53870017  0.8033858 0.51681867
0.42291287 0.65021711   0.473403 0.55320115 0.54749945 0.39400575 0.56566736 0.42805812 0.34182062 0.34944185 0.61985324 0.34343857 0.38222496 0.49750997 0.65184238 0.36262075 0.53726445 0.80319509 0.51784497
0.42254682 0.65054985 0.47173557 0.55310992 0.54740361 0.39364486 0.56444373 0.42735859 0.34353551 0.34938847 0.61973014 0.34270137 0.38175429 0.49698884 0.65165836 0.36277314 0.53705323 0.80317646 0.51794224
0.42252547 0.65069974  0.4712849 0.55277195 0.54652043 0.39363771 0.56488251 0.42741654 0.34241486 0.34927631 0.61964103 0.34290821 0.38152148 0.49798081 0.65244083 0.36261852 0.53770894 0.80279767 0.51837345
0.42060312 0.64702268  0.4717555 0.55225671 0.54731166  0.3935473 0.56557763 0.42759379 0.34191154 0.35182805 0.61916866   0.344067 0.38097098  0.4981018 0.65183562 0.36258766 0.53762165 0.80379087 0.51828562
0.42202351 0.64278624 0.47167342 0.55203794 0.54739618 0.39374734 0.56652689 0.42784565  0.3418073 0.35297199 0.61970301 0.34286028 0.38175735 0.49849548 0.65182763 0.36214608 0.53769269 0.80374298 0.51825449
0.42288639 0.64774913 0.47174884 0.55158608 0.54702188 0.39515758  0.5645859 0.42863126 0.34226049 0.34890483 0.62051783 0.34400954 0.38105384 0.50033482 0.65197876 0.36197518 0.53747596 0.80396066 0.51804829
0.42265824 0.64595395 0.47207311 0.55131609 0.54623216 0.39503473 0.56400326 0.42794925 0.34150524 0.35071048 0.62192157 0.34550108 0.38105677 0.49865117 0.65154569 0.36285835 0.53725826 0.80454318 0.51752615
0.42282599 0.64318023 0.47234792 0.54578384 0.54539953 0.39424125 0.56423154 0.42819166 0.34239319  0.3497851 0.61989766 0.34549482  0.3811735 0.49561736 0.65147388 0.36274438 0.53699999 0.80590204 0.51241212
0.42414524 0.63196026 0.47178888  0.5352948 0.54568397 0.39526193  0.5631723 0.42860429 0.34197004  0.3506288 0.62032307 0.34566995 0.38154783 0.49624242 0.64883688 0.36149264 0.53639228 0.80678525 0.50754035
0.42544111 0.62793956 0.47193314 0.53985056 0.54329369 0.39687476 0.56405062 0.42995109 0.34048904 0.35002718 0.62090912 0.34792575 0.38151533 0.49403333 0.64920444 0.36053951 0.53646965 0.80807134 0.49558592
0.42858672 0.65175621 0.47237903 0.55092705 0.54419178 0.40078802 0.56433049 0.42996101 0.34115531 0.35030827 0.62001733 0.34697218 0.38191596 0.49139824 0.64705262 0.36044948 0.53052065 0.80115862 0.51364773
0.42347498  0.6490916 0.47082807 0.54999429 0.54734964 0.39613463 0.56566827  0.4271213 0.34434289 0.35222614 0.61921551 0.34389614 0.38291141  0.4947556 0.65096064  0.3636671 0.53422862 0.80181266 0.51601772
0.42444703 0.64814285 0.47127322  0.5515469 0.54691089 0.39282342 0.56463214 0.42724062 0.34384411 0.34963272 0.62059803 0.34481473 0.38233197 0.49686113 0.65135678 0.36348445 0.53320107 0.79946832 0.51785132
