0.52215593 0.38370127 0.19455117 0.72791345 0.60394276 0.52085929 0.54705891 0.58362511 0.74497117  0.5668299 0.68498554 0.41579102 0.65356188 0.46504012   0.356423 0.27565192 0.69482252  0.7588139 0.69009393
0.50511737 0.38464675  0.1285171 0.65852066 0.63973165 0.47854341 0.41729583 0.68633028 0.73352327 0.54438651 0.67231517 0.33239416 0.60972085 0.40332361 0.30853363 0.29217067 0.70141071 0.79870676 0.77680774
0.52620987   0.387176  0.1312525 0.64893817 0.65284332 0.45084131 0.43588323 0.68949249  0.7337942 0.54445337 0.64704473  0.3080215  0.5816406 0.40037415 0.31703276 0.33599485 0.71254196  0.8034011 0.79442062
0.52719248 0.39003331 0.13214499 0.66060411 0.65466375 0.44744662 0.45171587  0.6812052 0.74041633 0.54792111 0.64999599 0.31466511 0.57637281 0.40175022 0.31432753 0.34393597 0.72103552 0.81341387 0.79691128
0.52336969 0.38976117  0.1305447  0.6630209 0.65408901 0.44804157 0.44946327 0.67889632  0.7409801 0.54744875 0.65256517 0.31684316 0.57556709 0.39969434 0.30971199 0.34258491 0.72134813 0.81575559 0.79737291
0.51850338 0.39014773 0.13036694 0.66189579 0.65205852  0.4478726 0.44631432 0.67942799 0.73969921 0.54743633 0.65205586 0.31662118 0.57490096 0.39882495 0.30955905 0.34253295 0.72185162 0.81586413 0.79724851
0.52024307 0.39013305 0.13046171 0.66146231 0.65152005 0.44749464 0.44649632 0.67931356 0.73884577  0.5473579 0.65140283 0.31593839 0.57447672 0.39884036 0.31142123 0.34386873 0.72196314 0.81624326 0.79719723
0.52501719 0.39066351 0.13509048 0.66124237 0.65137677 0.44790031 0.44707945 0.67881681 0.73871746 0.54748443 0.65333577 0.31632931 0.57507889 0.39917403 0.30989145  0.3444424 0.72280437 0.81633584 0.79693673
0.52552673 0.38923872 0.13055968 0.66100851 0.65057187 0.44787307 0.44536749 0.67908979 0.73987373 0.54940767 0.65547169 0.31656809 0.57462743 0.39958133 0.31134848 0.34287185 0.72403275 0.81683399 0.79810628
0.52532734   0.389047  0.1303055 0.66106312 0.65173252 0.44692015 0.44547449 0.68116654 0.73995829 0.54963749 0.65485063 0.31482253 0.57459219 0.39957943 0.31070051 0.34292212 0.72528285  0.8167155 0.79809264
0.52649945 0.38886666 0.13002269 0.66181418  0.6522419 0.44762949 0.44279901 0.67958428 0.73875027 0.54941951 0.65491189 0.31247328 0.57350541 0.40027656 0.31056988 0.34339248 0.72486874 0.81689974  0.7996846
0.52820615 0.38900058  0.1303451 0.66152432  0.6515689 0.44785119 0.44076147 0.67993289  0.7385388 0.54915822 0.65426626 0.31259983 0.57309948 0.40099433 0.31115776 0.34349732 0.72504511 0.81668631 0.79915178
0.52916552 0.38912405 0.13049381  0.6615491  0.6513416 0.44743464 0.43788368 0.68042837 0.73584413 0.54874595 0.65494079 0.31151739 0.57387066 0.40234632 0.31149224  0.3435875 0.72622317 0.81691956  0.8002061
